instructionCount,72
NONE,0
ALU,28
SHIFT,2
LOAD,18
STORE,17
BRANCH,0
JUMP,6
OTHER,1
NONE,0
sll,2
srl,0
jr,3
add,0
addu,13
sub,0
subu,0
and,0
or,0
xor,0
nor,0
slt,0
sltu,0
j,0
jal,3
beq,0
bne,0
addi,0
addiu,8
slti,0
sltiu,0
andi,0
ori,7
xori,0
lui,0
lb,0
lh,0
lw,18
lbu,0
lhu,0
sb,0
sh,0
sw,17
syscall,1
